GEO_UID,CMA_code,CMA_name,Census_Tract_name,Occupied_private_dwellings_by_structural_type_of_dwelling,Single_detached_house,Apartment_in_a_building_that_has_five_or_more_storeys,Semi_detached_house,Row_house,Apartment_or_flat_in_a_duplex,Apartment_in_a_building_that_has_fewer_than_five_storeys,Movable_dwelling,Private_households_by_household_size,F1_person,F2_person,F3_person,F4_person,F5_person_or_more,Number_of_persons_in_private_households
5350140.0,535,Toronto,140.0,790,640,0,0,15,50,85,0,790,90,250,135,185,125,2405
5350141.01,535,Toronto,141.01,1620,830,35,435,10,40,270,0,1620,365,465,290,370,130,4320
5350141.02,535,Toronto,141.02,1565,1075,0,245,0,65,170,0,1560,270,420,290,430,150,4475
5350142.0,535,Toronto,142.0,2240,1205,170,205,20,80,565,0,2235,635,570,375,475,185,5765
5350150.0,535,Toronto,150.0,1585,1160,35,45,0,80,270,0,1585,355,490,265,335,140,4195
5350151.0,535,Toronto,151.0,1535,110,665,500,185,15,65,0,1535,455,430,285,250,115,3785
5350152.0,535,Toronto,152.0,1765,875,0,475,45,90,275,0,1765,385,575,335,370,95,4545
5350153.0,535,Toronto,153.0,1685,865,0,315,40,135,330,0,1685,430,480,330,285,155,4465
5350154.0,535,Toronto,154.0,2820,845,1280,185,35,95,385,0,2820,1070,865,425,310,155,6150
5350155.0,535,Toronto,155.0,1210,315,425,210,55,90,110,0,1210,420,270,210,150,155,3125
5350156.01,535,Toronto,156.01,2275,335,1555,210,5,50,120,0,2275,765,575,385,310,240,5685
5350156.02,535,Toronto,156.02,1075,405,0,135,105,95,330,0,1070,300,295,195,155,130,2815
5350157.0,535,Toronto,157.0,1015,305,300,65,5,45,295,0,1015,255,300,215,145,100,2630
5350158.0,535,Toronto,158.0,1250,300,490,65,5,70,320,0,1250,505,325,160,145,105,2830
5350159.01,535,Toronto,159.01,1225,605,0,160,0,110,345,0,1220,255,345,230,235,170,3490
5350159.02,535,Toronto,159.02,1710,765,175,200,5,215,340,0,1710,395,465,350,300,200,4720
5350160.0,535,Toronto,160.0,1145,495,0,210,0,125,315,0,1145,260,325,250,205,105,3070
5350161.0,535,Toronto,161.0,2540,1185,165,225,20,315,625,0,2535,575,750,510,440,265,6835
5350162.0,535,Toronto,162.0,1955,750,340,305,0,155,400,0,1950,540,560,390,300,170,4950
5350163.0,535,Toronto,163.0,1765,600,0,245,10,145,755,0,1760,495,545,340,255,125,4335
5350164.0,535,Toronto,164.0,2515,780,455,505,10,260,505,0,2515,655,820,495,385,160,6210
5350165.0,535,Toronto,165.0,1940,605,245,195,0,105,790,0,1945,700,585,290,265,110,4360
5350166.0,535,Toronto,166.0,1625,825,290,5,0,25,485,0,1625,480,460,215,305,165,4130
5350167.01,535,Toronto,167.01,1310,0,1040,0,0,0,270,0,1315,845,400,50,15,0,1870
5350167.02,535,Toronto,167.02,2995,420,1170,65,0,25,1320,0,3000,1355,1005,325,230,90,5735
5350168.0,535,Toronto,168.0,2460,665,730,205,0,125,730,0,2455,965,640,420,285,155,5470
5350169.01,535,Toronto,169.01,1335,505,170,60,5,200,390,0,1335,370,380,265,180,135,3435
5350169.02,535,Toronto,169.02,3200,365,2225,5,65,90,445,0,3200,1100,890,555,450,200,7455
5350170.0,535,Toronto,170.0,1200,740,0,90,5,95,265,0,1205,250,355,250,190,150,3325
5350171.0,535,Toronto,171.0,1525,430,665,80,15,80,250,0,1525,450,445,280,185,160,3850
5350172.0,535,Toronto,172.0,1130,235,0,0,0,10,880,0,1125,420,320,195,135,65,2520
5350173.0,535,Toronto,173.0,1435,425,420,50,40,125,380,0,1440,430,385,275,200,150,3690
5350174.0,535,Toronto,174.0,2720,225,1775,35,290,40,360,0,2725,770,750,575,360,275,6940
5350175.01,535,Toronto,175.01,2405,385,1465,90,10,70,390,0,2405,860,630,400,275,240,5810
5350175.02,535,Toronto,175.02,3585,185,2910,60,140,30,255,0,3585,1570,945,500,320,245,7635
5350176.0,535,Toronto,176.0,1610,1050,30,55,10,130,345,0,1605,375,500,310,270,155,4245
5350180.0,535,Toronto,180.0,2765,450,1630,195,155,165,155,0,2765,935,860,470,315,185,6365
5350181.01,535,Toronto,181.01,1855,1150,130,235,20,150,170,0,1860,540,640,340,260,80,4305
5350181.02,535,Toronto,181.02,1590,735,480,90,0,135,150,0,1595,565,510,245,180,95,3540
5350182.0,535,Toronto,182.0,2185,1240,0,480,15,200,250,0,2185,560,690,420,385,135,5455
5350183.01,535,Toronto,183.01,1010,635,0,130,10,130,105,0,1005,255,305,195,180,80,2595
5350183.02,535,Toronto,183.02,1520,490,0,695,5,80,245,0,1520,360,460,310,280,110,3935
5350184.01,535,Toronto,184.01,2305,535,880,395,5,140,345,0,2310,840,725,365,250,125,5090
5350184.02,535,Toronto,184.02,1645,590,460,135,0,135,325,0,1640,540,535,255,215,95,3760
5350185.01,535,Toronto,185.01,3395,315,2040,380,75,65,525,0,3395,1445,1045,485,315,100,6805
5350185.02,535,Toronto,185.02,2270,535,1285,60,5,85,290,0,2270,995,705,280,200,90,4520
5350186.0,535,Toronto,186.0,915,600,50,15,10,20,225,0,915,235,270,135,175,105,2420
5350187.0,535,Toronto,187.0,1350,1035,0,25,0,185,105,0,1350,355,405,245,245,105,3445
5350188.0,535,Toronto,188.0,795,595,60,10,0,105,25,0,795,230,225,140,140,65,2010
5350189.0,535,Toronto,189.0,2180,595,1150,110,20,50,250,0,2180,620,735,370,280,180,5290
5350190.01,535,Toronto,190.01,3510,150,3210,0,30,30,85,0,3505,960,910,665,655,315,9120
5350190.02,535,Toronto,190.02,2025,595,820,10,15,75,510,0,2025,655,625,335,265,140,4765
5350191.0,535,Toronto,191.0,1780,1080,45,0,30,150,475,0,1775,545,560,290,265,120,4230
5350192.0,535,Toronto,192.0,440,50,55,10,80,5,250,0,440,220,100,50,45,30,905
5350193.0,535,Toronto,193.0,1045,710,325,0,0,5,0,0,1045,175,245,180,255,190,3315
5350194.01,535,Toronto,194.01,1465,0,1460,0,0,0,0,0,1460,190,240,205,315,520,5500
5350194.02,535,Toronto,194.02,1925,0,1920,0,0,0,0,0,1925,460,430,280,310,445,5990
5350194.03,535,Toronto,194.03,1230,0,1230,0,0,0,0,0,1230,465,295,190,160,125,2930
5350194.04,535,Toronto,194.04,2510,0,2050,0,85,0,375,0,2505,805,665,390,320,325,6425
5350195.01,535,Toronto,195.01,1605,735,45,470,0,5,345,0,1605,390,400,275,385,150,4350
5350195.02,535,Toronto,195.02,895,390,55,205,45,5,195,0,890,255,215,150,205,70,2320
5350196.01,535,Toronto,196.01,775,510,205,5,0,0,50,0,775,225,215,110,170,65,1975
5350196.02,535,Toronto,196.02,2250,1330,170,100,20,15,605,0,2250,680,625,335,440,175,5585
5350200.01,535,Toronto,200.01,3055,5,2020,0,85,10,940,0,3055,1430,1050,335,165,75,5590
5350200.02,535,Toronto,200.02,645,75,105,10,0,10,445,0,650,425,160,30,25,10,980
5350201.0,535,Toronto,201.0,2775,350,1235,80,325,80,705,0,2775,1270,890,325,220,75,5325
5350202.0,535,Toronto,202.0,630,420,0,10,0,45,145,0,630,150,195,105,130,50,1645
5350203.0,535,Toronto,203.0,1430,645,235,55,25,80,395,0,1430,520,470,225,155,60,3115
5350204.0,535,Toronto,204.0,2210,885,360,125,0,105,735,0,2210,935,675,270,235,95,4535
5350205.0,535,Toronto,205.0,,,,,,,,,,,,,,,
5350206.01,535,Toronto,206.01,2040,575,460,35,5,85,880,0,2045,805,675,275,215,65,4210
5350206.02,535,Toronto,206.02,2775,905,675,45,85,145,915,0,2775,1065,900,420,270,120,5855
5350207.0,535,Toronto,207.0,1185,505,0,25,0,40,615,0,1180,415,395,190,105,65,2600
5350208.0,535,Toronto,208.0,1980,165,820,65,260,55,615,0,1980,850,550,280,185,115,4150
5350209.0,535,Toronto,209.0,1250,385,260,55,35,80,440,0,1250,535,320,200,130,60,2670
5350210.01,535,Toronto,210.01,970,375,0,75,385,50,75,0,970,180,320,225,160,80,2610
5350210.02,535,Toronto,210.02,7015,0,6955,0,60,0,0,0,7015,3710,2520,565,175,40,11385
5350211.0,535,Toronto,211.0,2450,1445,170,365,5,195,265,0,2450,595,770,465,405,210,6340
5350212.0,535,Toronto,212.0,2170,1395,85,180,80,135,295,0,2170,510,670,420,390,180,5690
5350213.01,535,Toronto,213.01,990,885,45,0,0,35,20,0,990,215,310,175,180,105,2665
5350213.02,535,Toronto,213.02,3130,135,2950,0,10,20,15,0,3130,1355,1150,385,200,50,5845
5350214.0,535,Toronto,214.0,2390,785,1030,60,325,75,105,0,2385,885,790,355,265,90,5070
5350215.0,535,Toronto,215.0,2790,1530,335,80,385,115,340,0,2790,795,905,515,420,155,6680
5350216.0,535,Toronto,216.0,2165,1670,215,5,55,50,170,0,2160,530,725,365,410,140,5440
5350217.0,535,Toronto,217.0,2755,280,255,15,0,10,2195,0,2755,1100,855,425,295,80,5685
5350218.0,535,Toronto,218.0,1025,860,110,0,0,20,35,0,1025,235,315,190,225,65,2655
5350219.0,535,Toronto,219.0,1640,1450,120,0,0,50,25,0,1645,365,500,270,360,150,4425
5350220.0,535,Toronto,220.0,1585,785,520,5,75,20,170,0,1580,370,495,320,280,115,4080
5350221.01,535,Toronto,221.01,2725,995,1505,0,210,20,0,0,2725,810,960,400,395,170,6370
5350221.02,535,Toronto,221.02,2065,430,1555,0,5,20,55,0,2065,635,605,370,295,160,5010
5350222.01,535,Toronto,222.01,2555,915,955,20,175,45,435,0,2560,640,810,455,400,260,6690
5350222.02,535,Toronto,222.02,1785,810,920,25,0,20,0,0,1780,370,550,335,315,210,4900
5350223.01,535,Toronto,223.01,530,490,0,0,0,25,15,0,530,75,170,110,115,60,1520
5350223.02,535,Toronto,223.02,770,695,0,0,15,20,40,0,770,150,230,160,160,70,2120
5350224.0,535,Toronto,224.0,575,555,0,5,0,10,5,0,575,75,160,130,155,55,1695
5350225.01,535,Toronto,225.01,2315,460,1670,20,55,10,110,0,2315,785,855,340,250,95,4980
5350225.02,535,Toronto,225.02,4860,0,4775,0,70,0,10,0,4860,2180,1540,645,340,155,9445
5350226.0,535,Toronto,226.0,1210,900,200,65,5,10,35,0,1210,265,395,200,260,90,3165
5350227.0,535,Toronto,227.0,625,545,0,0,0,5,70,0,625,100,210,115,130,70,1750
5350228.0,535,Toronto,228.0,1365,510,590,5,45,10,205,0,1360,420,490,175,190,80,3130
5350229.0,535,Toronto,229.0,385,355,0,0,0,5,25,0,385,65,110,60,115,35,1120
5350230.01,535,Toronto,230.01,1085,435,570,0,10,10,55,0,1085,370,375,145,130,55,2400
5350230.02,535,Toronto,230.02,2605,555,1765,80,120,15,70,0,2605,720,850,500,345,190,6330
5350231.0,535,Toronto,231.0,2565,1565,70,5,0,15,910,0,2570,695,820,375,430,235,6460
5350232.0,535,Toronto,232.0,1305,1230,0,0,40,15,10,0,1305,170,430,235,335,145,3825
5350233.0,535,Toronto,233.0,1980,1510,440,0,0,30,0,0,1985,315,655,385,445,180,5525
5350234.0,535,Toronto,234.0,1600,1250,30,0,215,40,70,0,1600,285,485,315,345,165,4515
5350235.01,535,Toronto,235.01,1000,885,5,35,40,35,0,0,995,170,300,200,215,110,2840
5350235.02,535,Toronto,235.02,2010,810,1080,90,0,30,0,0,2010,465,635,405,320,185,5270
5350236.01,535,Toronto,236.01,2520,535,1605,95,225,40,0,0,2520,650,760,505,390,215,6455
5350236.02,535,Toronto,236.02,2255,980,670,235,350,20,5,0,2255,510,720,420,410,195,5900
5350237.01,535,Toronto,237.01,2410,320,1490,440,70,85,5,0,2410,570,645,450,385,355,6815
5350237.02,535,Toronto,237.02,1060,830,105,0,40,75,15,0,1060,190,325,210,230,110,2980
5350237.03,535,Toronto,237.03,2545,430,1885,90,105,35,0,0,2545,915,795,400,280,150,5640
5350238.01,535,Toronto,238.01,1230,875,260,0,75,15,0,0,1230,245,400,200,260,120,3345
5350238.02,535,Toronto,238.02,1955,745,1145,20,0,35,0,0,1955,445,580,390,330,205,5240
5350239.0,535,Toronto,239.0,2380,765,1190,75,210,50,90,0,2380,505,755,460,410,255,6475
5350240.01,535,Toronto,240.01,1260,1145,0,0,55,45,15,0,1265,245,435,235,245,105,3365
5350240.02,535,Toronto,240.02,2560,525,1765,60,40,55,120,0,2560,885,845,405,290,130,5640
5350241.0,535,Toronto,241.0,1000,885,0,0,0,85,30,0,1000,195,300,175,220,105,2805
5350242.0,535,Toronto,242.0,575,270,210,0,25,40,40,0,575,120,160,130,80,85,1670
5350243.01,535,Toronto,243.01,2145,65,2070,0,0,5,0,0,2145,505,550,330,290,470,6655
5350243.02,535,Toronto,243.02,1305,600,355,35,105,80,130,0,1305,305,400,220,205,180,3610
5350244.01,535,Toronto,244.01,1945,755,820,70,125,120,50,0,1945,375,555,400,325,290,5675
5350244.02,535,Toronto,244.02,1275,235,555,0,390,80,15,0,1275,260,330,265,210,210,3770
5350245.0,535,Toronto,245.0,2570,1005,420,15,190,330,605,0,2565,635,715,490,420,305,6930
5350246.0,535,Toronto,246.0,1280,770,40,15,240,150,65,0,1280,350,330,210,235,145,3425
5350247.01,535,Toronto,247.01,2750,515,1255,125,240,485,125,0,2745,555,635,535,470,560,8630
5350247.02,535,Toronto,247.02,2385,1515,360,5,0,295,200,0,2385,460,640,440,470,370,7165
5350248.02,535,Toronto,248.02,1780,300,555,0,780,95,50,0,1785,520,255,295,295,415,5595
5350248.03,535,Toronto,248.03,755,265,0,30,265,150,50,0,755,95,155,150,170,180,2620
5350248.04,535,Toronto,248.04,1495,440,645,0,130,255,25,0,1495,260,390,330,260,260,4610
5350248.05,535,Toronto,248.05,1310,480,0,85,280,250,215,0,1310,255,320,230,230,275,4170
5350249.01,535,Toronto,249.01,1340,800,0,70,110,345,15,0,1340,150,335,265,265,325,4650
5350249.03,535,Toronto,249.03,1595,655,5,50,395,415,70,0,1590,175,290,335,385,405,5695
5350249.04,535,Toronto,249.04,955,475,130,70,0,250,20,0,955,115,215,165,200,250,3340
5350249.05,535,Toronto,249.05,1530,75,1220,15,150,65,5,0,1535,120,275,385,410,340,5430
5350250.01,535,Toronto,250.01,1545,665,240,215,50,185,185,0,1545,195,380,300,315,355,5210
5350250.02,535,Toronto,250.02,1735,910,440,85,0,190,110,0,1735,375,500,345,250,260,4910
5350250.04,535,Toronto,250.04,1995,0,1995,0,0,0,0,0,1995,305,470,460,410,350,6200
5350250.05,535,Toronto,250.05,2270,5,2265,5,0,0,0,0,2270,300,495,440,495,535,7605
5350260.01,535,Toronto,260.01,2400,0,2035,0,15,0,345,0,2395,635,580,410,395,375,6740
5350260.04,535,Toronto,260.04,1480,0,1480,0,0,0,0,0,1480,395,350,245,255,235,4145
5350260.05,535,Toronto,260.05,1330,0,960,0,370,0,0,0,1335,270,335,235,230,255,4020
5350260.06,535,Toronto,260.06,1115,0,490,180,140,5,300,0,1115,210,290,235,205,185,3345
5350260.07,535,Toronto,260.07,1505,0,1460,0,40,0,0,0,1505,465,485,235,170,160,3665
5350261.0,535,Toronto,261.0,2195,75,985,110,355,105,565,0,2195,855,525,345,275,195,5180
5350262.01,535,Toronto,262.01,2730,435,1575,0,10,25,685,0,2725,1065,865,425,255,120,5730
5350262.02,535,Toronto,262.02,2490,740,675,195,0,50,810,0,2490,730,750,380,385,245,6270
5350263.02,535,Toronto,263.02,1630,295,790,140,235,5,165,0,1630,680,510,210,170,60,3330
5350263.03,535,Toronto,263.03,2060,235,645,50,295,5,830,0,2060,750,610,340,255,105,4575
5350263.04,535,Toronto,263.04,3535,0,3540,0,0,0,0,0,3535,1660,1215,420,180,55,6395
5350264.0,535,Toronto,264.0,435,395,0,0,0,0,40,0,435,70,140,80,70,75,1300
5350265.0,535,Toronto,265.0,1745,910,530,40,210,20,40,0,1740,390,555,285,300,215,4680
5350266.0,535,Toronto,266.0,1065,970,60,0,20,10,0,0,1065,165,315,185,230,170,3205
5350267.0,535,Toronto,267.0,2060,1735,275,0,50,10,0,0,2065,260,585,400,515,310,6365
5350268.0,535,Toronto,268.0,2840,1220,1020,95,160,20,320,0,2835,1010,900,385,395,145,6335
5350269.01,535,Toronto,269.01,2080,0,2075,0,5,0,0,0,2085,610,645,375,290,160,5055
5350269.02,535,Toronto,269.02,925,630,5,180,65,25,15,0,925,155,280,220,185,80,2565
5350270.01,535,Toronto,270.01,1950,360,650,155,350,40,390,0,1950,545,580,345,300,180,4975
5350270.02,535,Toronto,270.02,1615,330,735,85,315,15,130,0,1610,400,470,295,275,175,4255
5350271.01,535,Toronto,271.01,890,575,0,0,180,25,110,0,895,175,285,170,165,95,2425
5350271.02,535,Toronto,271.02,1745,475,980,5,280,0,10,0,1750,375,495,335,360,185,4805
5350272.01,535,Toronto,272.01,2345,25,1685,235,55,5,335,0,2340,665,650,440,365,230,5985
5350272.02,535,Toronto,272.02,1765,160,580,695,120,15,195,0,1765,450,485,365,285,180,4655
5350273.01,535,Toronto,273.01,1230,850,80,155,60,70,0,0,1230,125,355,245,290,215,3905
5350273.02,535,Toronto,273.02,1475,715,385,0,360,10,10,0,1475,240,480,305,300,145,4135
5350274.01,535,Toronto,274.01,1760,855,750,5,0,25,120,0,1755,350,520,350,335,205,4900
5350274.02,535,Toronto,274.02,1960,825,530,15,120,15,465,0,1965,595,625,325,270,155,4735
5350275.0,535,Toronto,275.0,2350,1165,665,5,0,20,495,0,2345,710,740,295,380,220,5785
5350276.01,535,Toronto,276.01,2640,1235,855,15,0,105,325,0,2645,980,665,335,405,265,6380
5350276.02,535,Toronto,276.02,2400,1600,415,20,55,70,235,0,2400,480,690,380,520,330,6865
5350277.0,535,Toronto,277.0,1220,820,60,5,10,120,205,0,1220,220,320,180,210,295,4085
5350278.0,535,Toronto,278.0,2680,1015,950,10,0,215,485,0,2680,790,675,365,345,500,7720
5350279.01,535,Toronto,279.01,1525,850,55,10,5,220,375,0,1525,355,490,290,240,155,4015
5350279.02,535,Toronto,279.02,2120,745,930,30,85,110,210,0,2115,495,600,405,350,270,5810
5350280.0,535,Toronto,280.0,2920,640,1815,85,0,45,335,0,2920,835,860,535,430,250,7285
5350281.01,535,Toronto,281.01,2255,945,955,145,25,75,105,0,2255,475,585,495,380,320,6485
5350281.02,535,Toronto,281.02,1305,205,975,10,0,15,100,0,1310,235,315,305,235,210,3935
5350282.0,535,Toronto,282.0,1605,950,145,160,95,180,60,0,1605,355,445,310,320,185,4475
5350283.01,535,Toronto,283.01,1940,330,1165,170,5,45,230,0,1935,470,525,410,325,205,5220
5350283.02,535,Toronto,283.02,1710,820,800,40,0,40,10,0,1715,420,540,300,250,200,4530
5350284.0,535,Toronto,284.0,2350,980,795,100,95,85,290,0,2350,475,675,460,460,280,6595
5350285.0,535,Toronto,285.0,1205,655,5,75,0,120,345,5,1205,290,350,220,205,140,3260
5350286.0,535,Toronto,286.0,1700,570,200,40,510,135,245,0,1705,505,525,315,190,165,4205
5350287.02,535,Toronto,287.02,2245,350,790,0,20,150,940,0,2250,610,575,415,310,335,6270
5350287.03,535,Toronto,287.03,1305,100,240,20,215,50,685,0,1305,485,280,215,135,195,3425
5350287.04,535,Toronto,287.04,2015,440,1050,0,30,95,400,0,2015,945,480,245,180,170,4465
5350288.0,535,Toronto,288.0,4000,1130,1270,5,0,420,1175,5,4000,1260,1145,680,540,380,9930
5350289.0,535,Toronto,289.0,1725,985,0,65,5,80,600,5,1725,375,555,285,320,195,4690
5350290.01,535,Toronto,290.01,1475,215,390,115,0,60,695,0,1475,455,420,270,190,135,3620
5350290.02,535,Toronto,290.02,720,90,225,0,20,15,365,5,715,295,195,115,75,35,1535
5350291.02,535,Toronto,291.02,1925,810,670,235,5,90,120,0,1925,615,505,310,280,225,4945
5350291.03,535,Toronto,291.03,905,375,230,30,0,40,235,0,905,230,300,160,120,90,2300
5350291.04,535,Toronto,291.04,650,180,135,35,0,10,295,0,655,210,175,125,95,50,1585
5350292.0,535,Toronto,292.0,2250,480,685,355,315,50,360,0,2250,485,515,460,405,380,6705
5350293.0,535,Toronto,293.0,2105,845,390,350,165,170,180,0,2105,395,550,405,435,310,6240
5350294.01,535,Toronto,294.01,1550,625,750,5,50,40,75,0,1545,285,475,320,285,185,4385
5350294.02,535,Toronto,294.02,1385,25,205,985,110,15,55,0,1385,200,365,250,270,295,4500
5350295.0,535,Toronto,295.0,1910,550,0,85,250,40,975,0,1905,465,525,375,320,225,5175
5350296.0,535,Toronto,296.0,15,20,0,0,0,0,0,0,20,0,0,10,5,0,60
5350297.01,535,Toronto,297.01,3025,585,1830,35,25,165,390,0,3030,1010,915,485,390,225,7160
5350297.02,535,Toronto,297.02,2550,1275,1045,5,15,135,80,0,2555,780,740,395,355,285,6495
5350298.0,535,Toronto,298.0,1565,810,525,0,0,20,195,0,1565,270,430,270,335,260,4660
5350299.01,535,Toronto,299.01,2210,1545,0,30,0,165,460,0,2210,430,640,430,485,220,6160
5350299.02,535,Toronto,299.02,2815,0,2810,0,0,0,0,0,2815,1175,1075,390,150,30,5245
5350300.0,535,Toronto,300.0,6960,485,5430,0,340,55,650,0,6955,2830,2430,1020,525,150,13660
5350301.01,535,Toronto,301.01,1075,495,385,0,170,15,0,0,1070,215,335,225,205,100,2905
5350301.03,535,Toronto,301.03,2790,0,2780,0,5,0,5,0,2790,750,880,560,385,215,6945
5350301.04,535,Toronto,301.04,2500,0,2165,0,260,0,75,0,2500,825,770,425,290,190,5860
5350302.01,535,Toronto,302.01,2360,535,645,745,190,65,150,0,2360,560,715,475,380,230,6250
5350302.02,535,Toronto,302.02,2040,475,830,460,80,40,155,0,2035,285,595,465,395,290,6130
5350302.03,535,Toronto,302.03,1120,0,0,600,0,5,520,0,1125,180,320,250,195,185,3425
5350303.0,535,Toronto,303.0,1820,355,1255,0,170,45,5,0,1820,275,505,435,375,230,5350
5350304.01,535,Toronto,304.01,1610,60,1210,10,315,5,15,0,1610,300,445,360,350,160,4540
5350304.02,535,Toronto,304.02,1835,950,525,0,290,60,5,0,1830,420,645,375,270,125,4590
5350304.03,535,Toronto,304.03,970,325,0,5,590,25,15,0,970,115,280,260,200,110,2895
5350304.04,535,Toronto,304.04,1405,45,1175,5,165,10,0,0,1405,295,415,335,240,115,3720
5350304.05,535,Toronto,304.05,1100,460,520,65,0,25,25,0,1095,290,355,175,160,115,2835
5350304.06,535,Toronto,304.06,2205,250,945,280,475,0,255,0,2205,535,625,515,320,210,5800
5350305.01,535,Toronto,305.01,1565,1380,35,5,90,35,10,0,1565,235,535,330,285,180,4430
5350305.03,535,Toronto,305.03,2180,305,1635,15,75,5,145,0,2175,690,780,355,235,120,4900
5350305.04,535,Toronto,305.04,4820,15,4230,95,125,10,350,0,4820,2155,1665,665,280,60,8905
5350306.01,535,Toronto,306.01,1480,1050,0,10,175,50,190,0,1475,220,365,320,355,220,4575
5350306.02,535,Toronto,306.02,1715,970,565,0,120,60,5,0,1715,385,450,365,310,210,4775
5350307.03,535,Toronto,307.03,2235,0,2230,0,0,0,5,0,2240,690,715,500,280,60,5030
5350307.04,535,Toronto,307.04,3360,0,3305,0,5,0,50,0,3360,1205,1165,585,320,85,7030
5350307.05,535,Toronto,307.05,1930,5,1755,0,85,0,65,0,1925,825,700,285,85,25,3575
5350307.06,535,Toronto,307.06,2265,5,1895,0,0,0,365,0,2270,660,715,490,320,85,5300
5350307.07,535,Toronto,307.07,2365,870,920,55,120,85,320,0,2365,575,660,460,455,215,6300
5350308.02,535,Toronto,308.02,1590,1210,0,0,60,165,150,0,1585,375,455,280,315,165,4305
5350308.03,535,Toronto,308.03,385,325,0,0,5,50,5,0,385,60,110,70,95,50,1150
5350308.04,535,Toronto,308.04,5575,495,4630,140,185,85,40,0,5575,2225,1880,830,475,165,11275
5350309.0,535,Toronto,309.0,2305,75,2010,25,90,25,90,0,2310,520,660,520,370,235,6200
5350310.01,535,Toronto,310.01,1200,820,0,75,20,230,55,0,1205,220,365,240,225,155,3395
5350310.02,535,Toronto,310.02,1855,700,225,55,0,245,625,0,1860,430,510,370,355,195,5030
5350311.02,535,Toronto,311.02,2145,380,725,350,225,70,390,0,2140,600,520,400,325,295,5820
5350311.03,535,Toronto,311.03,860,530,0,135,40,40,105,0,865,145,235,180,160,145,2640
5350311.04,535,Toronto,311.04,2245,150,975,615,155,110,245,0,2245,450,630,430,395,335,6550
5350311.05,535,Toronto,311.05,2595,0,2290,0,190,0,110,0,2590,670,775,465,380,300,6815
5350311.06,535,Toronto,311.06,2330,175,1515,260,165,60,145,0,2325,795,665,385,235,250,5735
5350312.02,535,Toronto,312.02,1075,5,365,345,275,55,30,0,1080,180,225,240,215,215,3445
5350312.03,535,Toronto,312.03,2165,315,825,440,195,65,325,0,2165,435,575,435,365,350,6400
5350312.04,535,Toronto,312.04,1715,0,925,350,50,50,335,0,1720,255,410,370,335,350,5525
5350312.05,535,Toronto,312.05,1295,0,850,25,400,15,10,0,1295,245,320,320,230,185,3830
5350312.06,535,Toronto,312.06,1055,15,235,480,215,50,70,0,1060,185,235,205,210,225,3440
5350312.07,535,Toronto,312.07,1220,55,0,660,105,80,325,0,1220,455,280,165,155,160,3075
5350313.0,535,Toronto,313.0,1810,370,0,650,5,45,735,0,1810,310,485,340,345,320,5550
5350314.01,535,Toronto,314.01,1675,0,1420,130,50,0,75,0,1675,280,450,360,315,265,5035
5350314.02,535,Toronto,314.02,1570,205,165,355,400,35,400,0,1570,265,410,265,280,335,4950
5350315.01,535,Toronto,315.01,1125,480,0,445,0,85,110,5,1125,190,355,195,205,180,3360
5350315.02,535,Toronto,315.02,1075,0,495,445,60,0,70,0,1075,170,260,180,220,250,3545
5350315.03,535,Toronto,315.03,1700,45,215,900,25,10,505,0,1700,275,400,345,310,370,5505
5350316.01,535,Toronto,316.01,1225,445,0,505,20,100,155,0,1225,230,325,235,210,220,3745
5350316.03,535,Toronto,316.03,1950,0,1555,10,365,0,15,0,1950,375,505,370,350,350,5885
5350316.04,535,Toronto,316.04,1680,0,1295,0,375,5,5,0,1680,605,360,280,200,225,4270
5350316.05,535,Toronto,316.05,1305,100,550,105,70,35,455,0,1310,235,350,250,235,235,3985
5350316.06,535,Toronto,316.06,1160,135,665,40,310,15,0,0,1165,215,280,220,220,230,3670
5350317.02,535,Toronto,317.02,3335,165,3110,15,0,40,5,0,3335,1255,1035,510,330,215,7335
5350317.03,535,Toronto,317.03,1245,605,245,115,200,70,5,0,1245,160,405,300,230,160,3685
5350317.04,535,Toronto,317.04,2530,20,2110,180,130,5,85,0,2535,615,765,515,415,230,6615
5350317.05,535,Toronto,317.05,810,5,260,220,50,5,270,0,810,200,235,140,135,105,2230
5350318.0,535,Toronto,318.0,3330,1045,1475,0,315,180,315,0,3330,810,1060,690,480,290,8550
5350319.0,535,Toronto,319.0,1530,1030,340,5,0,130,25,0,1525,310,465,320,275,155,4185
5350320.01,535,Toronto,320.01,2035,270,1415,155,25,45,125,0,2035,615,595,380,265,185,5030
5350320.02,535,Toronto,320.02,2065,185,1170,445,210,20,30,0,2070,410,620,405,355,285,5870
5350321.01,535,Toronto,321.01,1260,1060,0,5,0,175,20,0,1260,165,370,270,275,180,3825
5350321.02,535,Toronto,321.02,1430,925,405,0,15,80,0,0,1430,285,435,285,265,165,4000
5350322.01,535,Toronto,322.01,2245,0,2185,0,0,0,50,0,2240,755,810,415,215,50,4735
5350322.02,535,Toronto,322.02,1185,775,0,5,15,125,260,0,1185,380,315,190,180,120,2970
5350323.01,535,Toronto,323.01,1705,510,1165,0,0,30,0,0,1705,455,525,300,305,125,4290
5350323.02,535,Toronto,323.02,1850,745,610,210,90,45,150,0,1850,390,655,335,280,200,4885
5350324.01,535,Toronto,324.01,1145,310,0,285,110,25,420,0,1140,130,325,300,235,155,3485
5350324.02,535,Toronto,324.02,2130,1140,325,55,310,135,170,0,2130,320,690,490,390,245,6115
